speed_m_s,beta,core_radius_m,assumed_variation_length_m,air_mach,air_knudsen_proxy,air_reynolds_proxy,air_collision_rate_proxy,water_mach,water_length_over_mean_spacing,water_molecules_in_assumed_averaging_cube
0.3225590580416167,1.0,0.00310020746610371,0.00310020746610371,0.0009349977811497702,2.17082246062008e-05,65.0291419823062,1.5049734810075017e-08,0.0002155136140457244,9976980.06982909,9.931099062656224e+17
0.3386891576493428,1.0,0.0029525598248862053,0.0029525598248862053,0.0009817538928352243,2.279378030980077e-05,65.0291419823062,1.6592542963702823e-08,0.0002262907290412985,9501825.55520699,8.578693640589528e+17
0.3556258695870242,1.0,0.0028119439149948927,0.0028119439149948927,0.001030848121277762,2.393362102320673e-05,65.0291419823062,1.8293510515415625e-08,0.0002376067715108612,9049300.314291522,7.410457202649981e+17
0.3734095298393517,1.0,0.002678024849634181,0.002678024849634181,0.0010823973878759496,2.513046135818837e-05,65.0291419823062,2.016885101395817e-08,0.0002494886914147999,8618326.626019893,6.401309832592788e+17
0.3920824914586959,1.0,0.0025504836910202745,0.0025504836910202745,0.0011365244608764202,2.6387151675170236e-05,65.0291419823062,2.2236440123422623e-08,0.00026196478639087944,8207878.095885526,5.5295869677508915e+17
0.41168922543191505,1.0,0.002429016690808148,0.002429016690808148,0.0011933582477551892,2.7706684871567883e-05,65.0291419823062,2.451598601330144e-08,0.0002750647691470802,7816977.211506529,4.776574300190672e+17
0.43227642659117566,1.0,0.002313334566693241,0.002313334566693241,0.0012530341022199834,2.909220350958612e-05,65.0291419823062,2.702921721590215e-08,0.00028881983822452695,7444693.014610362,4.1261060144826765e+17
0.45389312482101707,1.0,0.0022031618134650717,0.0022031618134650717,0.0013156941465647255,3.054700730045445e-05,65.0291419823062,2.9800089741772445e-08,0.0003032627522990338,7090138.883890494,3.5642177369816134e+17
0.4765908018265112,1.0,0.002098236046871967,0.002098236046871967,0.0013814876101438914,3.207456096292421e-05,65.0291419823062,3.2855015427351204e-08,0.0003184279081982225,6752470.423454652,3.0788467460662374e+17
0.5004235137406061,1.0,0.001998307378734303,0.001998307378734303,0.001450571184772837,3.367850247474279e-05,65.0291419823062,3.622311369144494e-08,0.00033435142282001466,6430883.451835931,2.6595730073972074e+17
0.5254480198626533,1.0,0.0019031378218180167,0.0019031378218180167,0.001523109397900506,3.536265173675657e-05,65.0291419823062,3.9936489100261816e-08,0.0003510712191475942,6124612.086777393,2.2973954746897488e+17
0.5517239178347186,1.0,0.0018125007230510761,0.0018125007230510761,0.0015992750044432592,3.7131019670276564e-05,65.0291419823062,4.403053738674087e-08,0.0003686271165656909,5832926.921228977,1.984538853584725e+17
0.579313785577607,1.0,0.0017261802237330606,0.0017261802237330606,0.0016792493982129978,3.8987817769372955e-05,65.0291419823062,4.854428284113927e-08,0.00038706092569327794,5555133.286212705,1.7142866801891107e+17
0.6082833303246346,1.0,0.0016439707454523047,0.0016439707454523047,0.0017632230439194377,4.0937468130847906e-05,65.0291419823062,5.3520750288870376e-08,0.0004064165479585368,5290569.596419077,1.4808371307850227e+17
0.6387015451080799,1.0,0.0015656765004862824,0.0015656765004862824,0.0018513959307753668,4.298461398577378e-05,65.0291419823062,5.900737520126877e-08,0.00042674008015323203,5038605.774594584,1.2791784672034606e+17
0.6706408730710002,1.0,0.001491111025519214,0.001491111025519214,0.0019439780487851867,4.513413075767831e-05,65.0291419823062,6.505645584844054e-08,0.0004480799242155015,4798641.7509678835,1.1049814439009662e+17
0.7041773799957318,1.0,0.0014200967375664086,0.0014200967375664086,0.0020411898888510523,4.7391137673712756e-05,65.0291419823062,7.17256518041001e-08,0.0004704869025025161,4570106.034140944,9.545063669143654e+16
0.7393909354599632,1.0,0.0013524645110477534,0.0013524645110477534,0.0021432629678876445,4.9761009956455514e-05,65.0291419823062,7.907853355411961e-08,0.0004940143788275397,4352454.350041614,8.245228094180726e+16
