case,h,time_ratio,radial_ratio,axial_ratio,speed_ratio,volume_ratio,energy_ratio,slenderness_ratio
h_zero_limit,0,3.1622776601683794e-11,5.623413251903491e-06,5.623413251903491e-06,177827.94100389228,1.7782794100389228e-16,5.623413251903491e-06,1.0
h_zero_limit,0,2.8183829312644493e-11,5.308844442309879e-06,5.308844442309879e-06,188364.9089489802,1.4962356560944298e-16,5.308844442309879e-06,1.0
h_zero_limit,0,2.511886431509572e-11,5.011872336272715e-06,5.011872336272715e-06,199526.23149688827,1.258925411794161e-16,5.011872336272715e-06,1.0
h_zero_limit,0,2.2387211385683377e-11,4.731512589614803e-06,4.731512589614803e-06,211348.90398366476,1.0592537251772875e-16,4.731512589614803e-06,1.0
h_zero_limit,0,1.9952623149688748e-11,4.466835921509625e-06,4.466835921509625e-06,223872.11385683424,8.912509381337423e-17,4.466835921509625e-06,1.0
h_zero_limit,0,1.7782794100389227e-11,4.216965034285822e-06,4.216965034285822e-06,237137.37056616554,7.498942093324558e-17,4.216965034285822e-06,1.0
h_zero_limit,0,1.5848931924611107e-11,3.981071705534969e-06,3.981071705534969e-06,251188.64315095823,6.309573444801916e-17,3.981071705534969e-06,1.0
h_zero_limit,0,1.4125375446227497e-11,3.7583740428844358e-06,3.7583740428844358e-06,266072.5059798814,5.3088444423098575e-17,3.7583740428844358e-06,1.0
h_zero_limit,0,1.2589254117941662e-11,3.548133892335753e-06,3.548133892335753e-06,281838.2931264455,4.4668359215096255e-17,3.548133892335753e-06,1.0
h_zero_limit,0,1.1220184543019606e-11,3.3496543915782725e-06,3.3496543915782725e-06,298538.2618917963,3.758374042884428e-17,3.3496543915782725e-06,1.0
h_zero_limit,0,1e-11,3.162277660168379e-06,3.162277660168379e-06,316227.76601683797,3.162277660168379e-17,3.162277660168379e-06,1.0
h_zero_limit,0,8.912509381337441e-12,2.9853826189179572e-06,2.9853826189179572e-06,334965.43915782793,2.6607250597988033e-17,2.9853826189179572e-06,1.0
h_zero_limit,0,7.943282347242789e-12,2.818382931264449e-06,2.818382931264449e-06,354813.389233576,2.2387211385683285e-17,2.818382931264449e-06,1.0
h_zero_limit,0,7.079457843841373e-12,2.6607250597988086e-06,2.6607250597988086e-06,375837.4042884443,1.883649089489798e-17,2.6607250597988086e-06,1.0
