h,speed_m_s,radius_m,r0_m,u0_m_s
0.0,22059893.302695073,4.533113493698667e-11,0.001,1.0
0.0,22922161.574540287,4.3625903113374036e-11,0.001,1.0
0.0,23818133.84315592,4.198481739102941e-11,0.001,1.0
0.0,24749127.516865432,4.040546477117402e-11,0.001,1.0
0.0,25716511.498320866,3.888552302536418e-11,0.001,1.0
0.0,26721708.197292913,3.7422757280962545e-11,0.001,1.0
0.0,27766195.622135334,3.601501673505442e-11,0.001,1.0
0.0,28851509.553000525,3.4660231491977544e-11,0.001,1.0
0.0,29979245.8,3.335640951981517e-11,0.001,1.0
4.5399929762484854e-05,1.0,0.001,0.001,1.0
4.5399929762484854e-05,1.0390875993828967,0.0009623861181912561,0.001,1.0
4.5399929762484854e-05,1.0797030391913112,0.0009261870404872344,0.001,1.0
4.5399929762484854e-05,1.121906039039717,0.0008913495506135575,0.001,1.0
4.5399929762484854e-05,1.1657586528389539,0.0008578224339665023,0.001,1.0
4.5399929762484854e-05,1.2113253600382683,0.0008255564023223973,0.001,1.0
4.5399929762484854e-05,1.258673160433787,0.0007945040213789909,0.001,1.0
4.5399929762484854e-05,1.3078716726828274,0.0007646196410222698,0.001,1.0
4.5399929762484854e-05,1.3589932366688926,0.000735859328216214,0.001,1.0
4.5399929762484854e-05,1.4121130198678724,0.0007081808024168278,0.001,1.0
4.5399929762484854e-05,1.4673091278718402,0.0006815433734154999,0.001,1.0
4.5399929762484854e-05,1.524662719232962,0.0006559078815203167,0.001,1.0
4.5399929762484854e-05,1.5842581247963778,0.000631236639987388,0.001,1.0
4.5399929762484854e-05,1.6461829716975178,0.0006074933796175538,0.001,1.0
4.5399929762484854e-05,1.7105283122061767,0.0005846431954370248,0.001,1.0
4.5399929762484854e-05,1.7773887576067942,0.0005626524953835702,0.001,1.0
4.5399929762484854e-05,1.8468626173117928,0.0005414889509228179,0.001,1.0
4.5399929762484854e-05,1.919052043412524,0.0005211214495220664,0.001,1.0
4.5399929762484854e-05,1.9940631808803622,0.000501520048911742,0.001,1.0
4.5399929762484854e-05,2.0720063236387984,0.00048265593306726036,0.001,1.0
4.5399929762484854e-05,2.15299607673602,0.0004645013698465795,0.001,1.0
4.5399929762484854e-05,2.2371515248564258,0.0004470296702211707,0.001,1.0
4.5399929762484854e-05,2.3245964074188503,0.00043021514904046976,0.001,1.0
4.5399929762484854e-05,2.4154593005189593,0.0004140330872721304,0.001,1.0
4.5399929762484854e-05,2.509873805983336,0.0003984596956625673,0.001,1.0
4.5399929762484854e-05,2.607978747813238,0.00038347207976436746,0.001,1.0
4.5399929762484854e-05,2.7099183763068706,0.00036904820627915735,0.001,1.0
4.5399929762484854e-05,2.8158425801603038,0.00035516687066644413,0.001,1.0
4.5399929762484854e-05,2.9259071068589115,0.00034180766597081513,0.001,1.0
4.5399929762484854e-05,3.0402737916833824,0.00032895095282166635,0.001,1.0
4.5399929762484854e-05,3.159110795667023,0.0003165778305613586,0.001,1.0
4.5399929762484854e-05,3.28259285285424,0.0003046701094593551,0.001,1.0
4.5399929762484854e-05,3.410901527223766,0.0002932102839714938,0.001,1.0
4.5399929762484854e-05,3.5442254796543984,0.0002821815070050819,0.001,1.0
4.5399929762484854e-05,3.6827607453257842,0.00027156756515197953,0.001,1.0
4.5399929762484854e-05,3.826711021962137,0.0002613528548532646,0.001,1.0
4.5399929762484854e-05,3.9762879693427076,0.00025152235946043614,0.001,1.0
4.5399929762484854e-05,4.131711520519406,0.00024206162715943502,0.001,1.0
4.5399929762484854e-05,4.293210205199169,0.00023295674972502768,0.001,1.0
4.5399929762484854e-05,4.461021485766557,0.0002241943420743214,0.001,1.0
4.5399929762484854e-05,4.635392106440695,0.0002157615225893488,0.001,1.0
4.5399929762484854e-05,4.816578456079889,0.0002076458941797985,0.001,1.0
4.5399929762484854e-05,5.004846945167431,0.00019983552605804862,0.001,1.0
4.5399929762484854e-05,5.20047439753285,0.00019231893619971302,0.001,1.0
4.5399929762484854e-05,5.403748457384625,0.00018508507446391364,0.001,1.0
4.5399929762484854e-05,5.61496801225282,0.00017812330634846545,0.001,1.0
4.5399929762484854e-05,5.83444363246354,0.0001714233973560916,0.001,1.0
4.5399929762484854e-05,6.062498027791366,0.00016497549794868623,0.001,1.0
4.5399929762484854e-05,6.299466521961276,0.00015877012906750573,0.001,1.0
4.5399929762484854e-05,6.545697545697666,0.0001527981681980016,0.001,1.0
4.5399929762484854e-05,6.801553149045507,0.00014705083595880936,0.001,1.0
4.5399929762484854e-05,7.067409533716877,0.00014151968319517776,0.001,1.0
4.5399929762484854e-05,7.343657606245667,0.00013619657855786345,0.001,1.0
4.5399929762484854e-05,7.630703552763759,0.00013107369654923268,0.001,1.0
4.5399929762484854e-05,7.928969436243836,0.0001261435060189947,0.001,1.0
4.5399929762484854e-05,8.238893817086966,0.00012139875909265568,0.001,1.0
4.5399929762484854e-05,8.560932397967486,0.00011683248051641635,0.001,1.0
4.5399929762484854e-05,8.895558693883299,0.00011243795740284954,0.001,1.0
4.5399929762484854e-05,9.243264728396852,0.00010820872936228216,0.001,1.0
4.5399929762484854e-05,9.604561757090488,0.00010413857900537492,0.001,1.0
4.5399929762484854e-05,9.979981019299931,0.00010022152280293625,0.001,1.0
4.5399929762484854e-05,10.370074519231242,9.645180228953423e-05,0.001,1.0
4.5399929762484854e-05,10.775415837609737,9.28238755979754e-05,0.001,1.0
4.5399929762484854e-05,11.196600975054345,8.933240931220359e-05,0.001,1.0
4.5399929762484854e-05,11.634249228417417,8.597227062664406e-05,0.001,1.0
4.5399929762484854e-05,12.089004101378572,8.273851980046413e-05,0.001,1.0
4.5399929762484854e-05,12.561534250631452,7.96264028956591e-05,0.001,1.0
4.5399929762484854e-05,13.052534469054667,7.663134478828637e-05,0.001,1.0
4.5399929762484854e-05,13.562726707312525,7.374894244257466e-05,0.001,1.0
4.5399929762484854e-05,14.092861135387675,7.097495843801979e-05,0.001,1.0
4.5399929762484854e-05,14.643717245606503,6.830531473995161e-05,0.001,1.0
4.5399929762484854e-05,15.216104998779183,6.573608670441402e-05,0.001,1.0
4.5399929762484854e-05,15.810866015139553,6.326349730854486e-05,0.001,1.0
4.5399929762484854e-05,16.428874811835982,6.0883911597973465e-05,0.001,1.0
4.5399929762484854e-05,17.07104008879279,5.85938313430733e-05,0.001,1.0
4.5399929762484854e-05,17.738306064832887,5.6389889896213466e-05,0.001,1.0
4.5399929762484854e-05,18.43165386602629,5.426884724244918e-05,0.001,1.0
4.5399929762484854e-05,19.15210296830574,5.222758523637494e-05,0.001,1.0
4.5399929762484854e-05,19.900712696470862,5.026310301813783e-05,0.001,1.0
4.5399929762484854e-05,20.67858378178464,4.83725126018729e-05,0.001,1.0
4.5399929762484854e-05,21.4868599804527,4.6553034630074077e-05,0.001,1.0
4.5399929762484854e-05,22.326729755365026,4.480199428766015e-05,0.001,1.0
4.5399929762484854e-05,23.19942802357293,4.311681736972807e-05,0.001,1.0
4.5399929762484854e-05,24.106237972070694,4.149502649721392e-05,0.001,1.0
4.5399929762484854e-05,25.048492944551764,3.9934237474897034e-05,0.001,1.0
4.5399929762484854e-05,26.027578401913726,3.843215578639393e-05,0.001,1.0
4.5399929762484854e-05,27.044933959394662,3.698657322098929e-05,0.001,1.0
4.5399929762484854e-05,28.102055503336377,3.559536462734454e-05,0.001,1.0
4.5399929762484854e-05,29.200497390686714,3.425648478931246e-05,0.001,1.0
4.5399929762484854e-05,30.34187473447519,3.2967965419264244e-05,0.001,1.0
4.5399929762484854e-05,31.527865778622388,3.172791226450928e-05,0.001,1.0
4.5399929762484854e-05,32.76021436557492,3.053450232255384e-05,0.001,1.0
4.5399929762484854e-05,34.04073250039434,2.938598116110447e-05,0.001,1.0
4.5399929762484854e-05,35.3713030150701,2.8280660338876712e-05,0.001,1.0
4.5399929762484854e-05,36.7538823369742,2.7216914923416984e-05,0.001,1.0
4.5399929762484854e-05,38.19050336552797,2.619318110228894e-05,0.001,1.0
4.5399929762484854e-05,39.68327846131089,2.520795388411243e-05,0.001,1.0
4.5399929762484854e-05,41.234402552006536,2.4259784886075153e-05,0.001,1.0
4.5399929762484854e-05,42.846156359752456,2.334728020466479e-05,0.001,1.0
4.5399929762484854e-05,44.520909754639405,2.24690983664909e-05,0.001,1.0
4.5399929762484854e-05,46.26112523929085,2.1623948356184662e-05,0.001,1.0
4.5399929762484854e-05,48.069361569646276,2.0810587718476756e-05,0.001,1.0
4.5399929762484854e-05,49.94827751727222,2.0027820731663465e-05,0.001,1.0
4.5399929762484854e-05,51.90063577873309,1.927449664977598e-05,0.001,1.0
4.5399929762484854e-05,53.92930703776984,1.8549508010868274e-05,0.001,1.0
4.5399929762484854e-05,56.03727418625941,1.785178900893713e-05,0.001,1.0
4.5399929762484854e-05,58.22763671016145,1.7180313927080333e-05,0.001,1.0
4.5399929762484854e-05,60.503615246901084,1.6534095629590016e-05,0.001,1.0
4.5399929762484854e-05,62.8685563208889,1.5912184110764147e-05,0.001,1.0
4.5399929762484854e-05,65.32593726414088,1.5313665098302903e-05,0.001,1.0
4.5399929762484854e-05,67.87937132923385,1.4737658709236651e-05,0.001,1.0
4.5399929762484854e-05,70.53261300211382,1.4183318156409819e-05,0.001,1.0
4.5399929762484854e-05,73.28956352256932,1.3649828503618807e-05,0.001,1.0
4.5399929762484854e-05,76.15427662048687,1.3136405467574064e-05,0.001,1.0
4.5399929762484854e-05,79.13096447632275,1.2642294264925007e-05,0.001,1.0
4.5399929762484854e-05,82.22400391455547,1.2166768502652755e-05,0.001,1.0
4.5399929762484854e-05,85.43794283922533,1.1709129110199626e-05,0.001,1.0
4.5399929762484854e-05,88.77750692102383,1.1268703311765254e-05,0.001,1.0
4.5399929762484854e-05,92.24760654576514,1.0844843637258715e-05,0.001,1.0
4.5399929762484854e-05,95.85334403445708,1.0436926970452567e-05,0.001,1.0
4.5399929762484854e-05,99.6000211455869,1.004435363293947e-05,0.001,1.0
4.5399929762484854e-05,103.49314687065367,9.66654650254485e-06,0.001,1.0
4.5399929762484854e-05,107.53844553440906,9.3029501648994e-06,0.001,1.0
4.5399929762484854e-05,111.74186521171748,8.953030096924238e-06,0.001,1.0
4.5399929762484854e-05,116.10958647341073,8.61627188102841e-06,0.001,1.0
4.5399929762484854e-05,120.6480314739972,8.292180448863405e-06,0.001,1.0
4.5399929762484854e-05,125.3638733945879,7.98027935352308e-06,0.001,1.0
4.5399929762484854e-05,130.26404625492373,7.680110069118902e-06,0.001,1.0
4.5399929762484854e-05,135.35575510893128,7.391231316700926e-06,0.001,1.0
4.5399929762484854e-05,140.64648663879865,7.113218415533457e-06,0.001,1.0
4.5399929762484854e-05,146.14402016314793,6.8456626587718e-06,0.001,1.0
4.5399929762484854e-05,151.856439075491,6.588170712622226e-06,0.001,1.0
4.5399929762484854e-05,157.79214272978703,6.340364038101825e-06,0.001,1.0
4.5399929762484854e-05,163.95985879057778,6.101878334548258e-06,0.001,1.0
4.5399929762484854e-05,170.3686560658602,5.872363004061224e-06,0.001,1.0
4.5399929762484854e-05,177.02795784156504,5.651480636088425e-06,0.001,1.0
4.5399929762484854e-05,183.94755573724842,5.4389065113981895e-06,0.001,1.0
4.5399929762484854e-05,191.13762410336923,5.234328124709645e-06,0.001,1.0
4.5399929762484854e-05,198.6087349813204,5.037444725278637e-06,0.001,1.0
4.5399929762484854e-05,206.37187364821412,4.847966874763926e-06,0.001,1.0
4.5399929762484854e-05,214.43845476927328,4.665616021723849e-06,0.001,1.0
4.5399929762484854e-05,222.82033918158203,4.490124092117746e-06,0.001,1.0
4.5399929762484854e-05,231.52985133387284,4.321233095210237e-06,0.001,1.0
4.5399929762484854e-05,240.57979740799286,4.158694744298969e-06,0.001,1.0
4.5399929762484854e-05,249.9834841486949,4.002270091708263e-06,0.001,1.0
4.5399929762484854e-05,259.7547384294398,3.851729177512077e-06,0.001,1.0
4.5399929762484854e-05,269.9079275829788,3.706850691469848e-06,0.001,1.0
4.5399929762484854e-05,280.45798052661013,3.56742164767824e-06,0.001,1.0
4.5399929762484854e-05,291.4204097131705,3.433237071460519e-06,0.001,1.0
4.5399929762484854e-05,302.8113339400385,3.304099698033205e-06,0.001,1.0
4.5399929762484854e-05,314.6475020496872,3.179819682507077e-06,0.001,1.0
4.5399929762484854e-05,326.94631755663454,3.0602143207961383e-06,0.001,1.0
4.5399929762484854e-05,339.7258642370019,2.945107781024284e-06,0.001,1.0
4.5399929762484854e-05,353.0049327183061,2.834330845034827e-06,0.001,1.0
4.5399929762484854e-05,366.80304810858564,2.72772065962281e-06,0.001,1.0
4.5399929762484854e-05,381.1404987054794,2.6251204971244882e-06,0.001,1.0
4.5399929762484854e-05,396.0383658274765,2.5263795250119366e-06,0.001,1.0
4.5399929762484854e-05,411.518554811198,2.431352584154107e-06,0.001,1.0
4.5399929762484854e-05,427.6038272202867,2.3398999754183524e-06,0.001,1.0
4.5399929762484854e-05,444.3178343132666,2.2518872542986834e-06,0.001,1.0
4.5399929762484854e-05,461.68515181957974,2.1671850332688758e-06,0.001,1.0
4.5399929762484854e-05,479.73131607493525,2.0856687915698217e-06,0.001,1.0
4.5399929762484854e-05,498.48286156910206,2.0072186921515305e-06,0.001,1.0
4.5399929762484854e-05,517.967359961355,1.9317194055006427e-06,0.001,1.0
4.5399929762484854e-05,538.2134606209411,1.8590599400944828e-06,0.001,1.0
4.5399929762484854e-05,559.2509327521748,1.7891334792324e-06,0.001,1.0
4.5399929762484854e-05,581.110709166103,1.7218372240044856e-06,0.001,1.0
4.5399929762484854e-05,603.8249317630986,1.6570722421668865e-06,0.001,1.0
4.5399929762484854e-05,627.4269987932595,1.594743322701471e-06,0.001,1.0
4.5399929762484854e-05,651.9516139641041,1.5347588358460927e-06,0.001,1.0
4.5399929762484854e-05,677.4348374677659,1.4770305983896523e-06,0.001,1.0
4.5399929762484854e-05,703.9141390027236,1.4214737440339255e-06,0.001,1.0
4.5399929762484854e-05,731.4284528680187,1.368006598631602e-06,0.001,1.0
4.5399929762484854e-05,760.0182352109756,1.3165505601170911e-06,0.001,1.0
4.5399929762484854e-05,789.7255235125983,1.267029982953611e-06,0.001,1.0
4.5399929762484854e-05,820.593998398107,1.2193720669266591e-06,0.001,1.0
4.5399929762484854e-05,852.6690478635015,1.1735067501203962e-06,0.001,1.0
4.5399929762484854e-05,885.9978340125859,1.1293666059196053e-06,0.001,1.0
4.5399929762484854e-05,920.629362402584,1.086886743885803e-06,0.001,1.0
4.5399929762484854e-05,956.6145541003077,1.0460047143617917e-06,0.001,1.0
4.5399929762484854e-05,994.0063205548288,1.0066604166643983e-06,0.001,1.0
4.5399929762484854e-05,1032.859641396743,9.687960107304428e-07,0.001,1.0
4.5399929762484854e-05,1073.2316452784212,9.32355832086046e-07,0.001,1.0
4.5399929762484854e-05,1115.181693874111,8.972863100142683e-07,0.001,1.0
4.5399929762484854e-05,1158.7714691634035,8.635358888007869e-07,0.001,1.0
4.5399929762484854e-05,1204.065064126393,8.310549519418254e-07,0.001,1.0
4.5399929762484854e-05,1251.1290769839072,7.997957492029142e-07,0.001,1.0
4.5399929762484854e-05,1300.0327091213474,7.697123264212607e-07,0.001,1.0
4.5399929762484854e-05,1350.8478668401442,7.407604579485181e-07,0.001,1.0
4.5399929762484854e-05,1403.6492670864322,7.128975816346515e-07,0.001,1.0
4.5399929762484854e-05,1458.514547312403,6.860827362573063e-07,0.001,1.0
4.5399929762484854e-05,1515.524379631877,6.602765013047043e-07,0.001,1.0
4.5399929762484854e-05,1574.7625894379407,6.354409390235388e-07,0.001,1.0
4.5399929762484854e-05,1636.3162786570638,6.115395386466701e-07,0.001,1.0
4.5399929762484854e-05,1700.2759538209232,5.885371627186404e-07,0.001,1.0
4.5399929762484854e-05,1766.7356591442478,5.66399995440088e-07,0.001,1.0
4.5399929762484854e-05,1835.793114804356,5.450954929551319e-07,0.001,1.0
4.5399929762484854e-05,1907.5498606257086,5.245923355086385e-07,0.001,1.0
4.5399929762484854e-05,1982.1114053807464,5.048603814030437e-07,0.001,1.0
4.5399929762484854e-05,2059.587381926539,4.858706226870326e-07,0.001,1.0
4.5399929762484854e-05,2140.0917084053526,4.675951425109417e-07,0.001,1.0
4.5399929762484854e-05,2223.742755746162,4.5000707408619197e-07,0.001,1.0
4.5399929762484854e-05,2310.663521713386,4.3308056118841563e-07,0.001,1.0
4.5399929762484854e-05,2400.981811758792,4.167907201462101e-07,0.001,1.0
4.5399929762484854e-05,2494.830426942441,4.0111360325964923e-07,0.001,1.0
4.5399929762484854e-05,2592.347359199028,3.860261635947614e-07,0.001,1.0
4.5399929762484854e-05,2693.6759942367094,3.715062211022255e-07,0.001,1.0
4.5399929762484854e-05,2798.9653223667597,3.5753243001047327e-07,0.001,1.0
4.5399929762484854e-05,2908.3701575740515,3.4408424744526637e-07,0.001,1.0
4.5399929762484854e-05,3022.051365150478,3.311419032296092e-07,0.001,1.0
4.5399929762484854e-05,3140.1760982260153,3.186863708196084e-07,0.001,1.0
4.5399929762484854e-05,3262.9180435452213,3.066993393335419e-07,0.001,1.0
4.5399929762484854e-05,3390.4576768505412,2.951631866330304e-07,0.001,1.0
4.5399929762484854e-05,3522.9825282479414,2.8406095341672367e-07,0.001,1.0
4.5399929762484854e-05,3660.6874579450414,2.733763182884276e-07,0.001,1.0
4.5399929762484854e-05,3803.774942767191,2.6309357376301734e-07,0.001,1.0
4.5399929762484854e-05,3952.4553738727795,2.531976031748549e-07,0.001,1.0
4.5399929762484854e-05,4106.947366105495,2.436738584547789e-07,0.001,1.0
4.5399929762484854e-05,4267.47807943847,2.3450833874298046e-07,0.001,1.0
4.5399929762484854e-05,4434.2835529828535,2.256875698063369e-07,0.001,1.0
4.5399929762484854e-05,4607.609052052014,2.1719858422993888e-07,0.001,1.0
4.5399929762484854e-05,4787.709428791631,2.0902890235368726e-07,0.001,1.0
4.5399929762484854e-05,4974.849496905955,2.011665139259444e-07,0.001,1.0
4.5399929762484854e-05,5169.304421031219,1.9359986044725704e-07,0.001,1.0
4.5399929762484854e-05,5371.360121328724,1.8631781817820442e-07,0.001,1.0
4.5399929762484854e-05,5581.313693892488,1.7930968178638654e-07,0.001,1.0
4.5399929762484854e-05,5799.473847589632,1.7256514860850976e-07,0.001,1.0
4.5399929762484854e-05,6026.161357975801,1.660743035044411e-07,0.001,1.0
4.5399929762484854e-05,6261.709538953051,1.598276042809557e-07,0.001,1.0
4.5399929762484854e-05,6506.46473286371,1.53815867663757e-07,0.001,1.0
4.5399929762484854e-05,6760.7868197408325,1.480302557971432e-07,0.001,1.0
4.5399929762484854e-05,7025.049746464029,1.424622632514712e-07,0.001,1.0
4.5399929762484854e-05,7299.642076598735,1.371037045193243e-07,0.001,1.0
4.5399929762484854e-05,7584.967561727369,1.3194670198199358e-07,0.001,1.0
4.5399929762484854e-05,7881.445735112435,1.2698367432858923e-07,0.001,1.0
4.5399929762484854e-05,8189.512528564548,1.2220732541075372e-07,0.001,1.0
4.5399929762484854e-05,8509.620913422292,1.1761063351659082e-07,0.001,1.0
4.5399929762484854e-05,8842.241566586461,1.1318684104804638e-07,0.001,1.0
4.5399929762484854e-05,9187.863562587989,1.0892944458656017e-07,0.001,1.0
4.5399929762484854e-05,9546.99509270714,1.0483218533238909e-07,0.001,1.0
4.5399929762484854e-05,9920.164212201356,1.0088903990354435e-07,0.001,1.0
4.5399929762484854e-05,10307.919616740432,9.709421148081469e-08,0.001,1.0
4.5399929762484854e-05,10710.831449190693,9.344212128586205e-08,0.001,1.0
4.5399929762484854e-05,11129.492137934376,8.992740037985757e-08,0.001,1.0
4.5399929762484854e-05,11564.517267957064,8.654488177060177e-08,0.001,1.0
4.5399929762484854e-05,12016.546485983548,8.328959281653086e-08,0.001,1.0
4.5399929762484854e-05,12486.24444099364,8.015674791643125e-08,0.001,1.0
4.5399929762484854e-05,12974.301761500104,7.714174147412951e-08,0.001,1.0
4.5399929762484854e-05,13481.436071026445,7.424014112780086e-08,0.001,1.0
4.5399929762484854e-05,14008.393043276843,7.144768123395536e-08,0.001,1.0
4.5399929762484854e-05,14555.947498550619,6.876025659651249e-08,0.001,1.0
4.5399929762484854e-05,15124.904543012424,6.617391643175242e-08,0.001,1.0
4.5399929762484854e-05,15716.100752494263,6.368485856026673e-08,0.001,1.0
4.5399929762484854e-05,16330.405402568982,6.128942381737445e-08,0.001,1.0
4.5399929762484854e-05,16968.721746704905,5.8984090673781546e-08,0.001,1.0
4.5399929762484854e-05,17631.988344379934,5.676547005858184e-08,0.001,1.0
4.5399929762484854e-05,18321.180441108976,5.46303003769805e-08,0.001,1.0
4.5399929762484854e-05,19037.311402412823,5.2575442715424536e-08,0.001,1.0
4.5399929762484854e-05,19781.434203837765,5.059787622708429e-08,0.001,1.0
4.5399929762484854e-05,20554.642979216525,4.8694693690905166e-08,0.001,1.0
4.5399929762484854e-05,21358.074629446586,4.686309723770259e-08,0.001,1.0
4.5399929762484854e-05,22192.910494152424,4.510039423701185e-08,0.001,1.0
4.5399929762484854e-05,23060.37808868831,4.3403993338653246e-08,0.001,1.0
4.5399929762484854e-05,23961.75290903711,4.1771400663185597e-08,0.001,1.0
4.5399929762484854e-05,24898.360307257484,4.020021613565488e-08,0.001,1.0
4.5399929762484854e-05,25871.577440238605,3.868812995724236e-08,0.001,1.0
4.5399929762484854e-05,26882.83529462621,3.723291920962942e-08,0.001,1.0
4.5399929762484854e-05,27933.62079089898,3.583244458708381e-08,0.001,1.0
4.5399929762484854e-05,29025.47896968736,3.448464725146697e-08,0.001,1.0
4.5399929762484854e-05,30160.01526355122,3.3187545805533974e-08,0.001,1.0
4.5399929762484854e-05,31338.897857554926,3.193923338008243e-08,0.001,1.0
4.5399929762484854e-05,32563.860142112582,3.073787483066209e-08,0.001,1.0
4.5399929762484854e-05,33836.70326170812,2.9581704039729625e-08,0.001,1.0
4.5399929762484854e-05,35159.29876323975,2.8469021320277966e-08,0.001,1.0
4.5399929762484854e-05,36533.59134788087,2.7398190917126395e-08,0.001,1.0
4.5399929762484854e-05,37961.60173050526,2.6367638602196223e-08,0.001,1.0
4.5399929762484854e-05,39445.42961088036,2.5375849360237564e-08,0.001,1.0
4.5399929762484854e-05,40987.25676099666,2.4421365161605077e-08,0.001,1.0
4.5399929762484854e-05,42589.35023307446,2.3502782818808303e-08,0.001,1.0
4.5399929762484854e-05,44254.0656929627,2.2618751923685054e-08,0.001,1.0
4.5399929762484854e-05,45983.850883833664,2.176797286216628e-08,0.001,1.0
4.5399929762484854e-05,47781.24922526376,2.0949194903712832e-08,0.001,1.0
4.5399929762484854e-05,49648.90355299525,2.016121436261622e-08,0.001,1.0
4.5399929762484854e-05,51589.56000487475,1.940287282846004e-08,0.001,1.0
4.5399929762484854e-05,53606.072058685255,1.8673055463140237e-08,0.001,1.0
4.5399929762484854e-05,55701.40472780578,1.7970689361941575e-08,0.001,1.0
4.5399929762484854e-05,57878.638920870886,1.7294741976259868e-08,0.001,1.0
4.5399929762484854e-05,60140.97597183715,1.664421959565212e-08,0.001,1.0
4.5399929762484854e-05,62491.742347120795,1.6018165886982467e-08,0.001,1.0
4.5399929762484854e-05,64934.394536724314,1.5415660488516612e-08,0.001,1.0
4.5399929762484854e-05,67472.52413654666,1.4835817656897866e-08,0.001,1.0
4.5399929762484854e-05,70109.8631293489,1.427778496501522e-08,0.001,1.0
4.5399929762484854e-05,72850.28937213853,1.3740742048850489e-08,0.001,1.0
4.5399929762484854e-05,75697.83229804484,1.3223899401460575e-08,0.001,1.0
4.5399929762484854e-05,78656.67884106442,1.2726497212323329e-08,0.001,1.0
4.5399929762484854e-05,81731.1795923932,1.2247804250339701e-08,0.001,1.0
4.5399929762484854e-05,84925.85519739214,1.17871167888508e-08,0.001,1.0
4.5399929762484854e-05,88245.40300259778,1.1343757571089096e-08,0.001,1.0
4.5399929762484854e-05,91694.70396254549,1.0917074814543116e-08,0.001,1.0
4.5399929762484854e-05,95278.82981656687,1.0506441252771668e-08,0.001,1.0
4.5399929762484854e-05,99003.05054610792,1.011125321325941e-08,0.001,1.0
4.5399929762484854e-05,102872.84212353895,9.730929729957597e-09,0.001,1.0
4.5399929762484854e-05,106893.8945638437,9.364911689205773e-09,0.001,1.0
4.5399929762484854e-05,111072.12029103292,9.01266100777867e-09,0.001,1.0
4.5399929762484854e-05,115413.66283157784,8.673659841849785e-09,0.001,1.0
4.5399929762484854e-05,119924.90584765113,8.347409825709219e-09,0.001,1.0
4.5399929762484854e-05,124612.48252345582,8.033431339115838e-09,0.001,1.0
4.5399929762484854e-05,129483.28531844074,7.731262802207681e-09,0.001,1.0
4.5399929762484854e-05,134544.47610174937,7.440459996933097e-09,0.001,1.0
4.5399929762484854e-05,139803.49668279613,7.160595414005774e-09,0.001,1.0
4.5399929762484854e-05,145268.07975346153,6.891257624423121e-09,0.001,1.0
4.5399929762484854e-05,150946.26025798733,6.632050674624482e-09,0.001,1.0
4.5399929762484854e-05,156846.38720729816,6.382593504399539e-09,0.001,1.0
4.5399929762484854e-05,162977.13595511153,6.142519386691814e-09,0.001,1.0
4.5399929762484854e-05,169347.52095389698,5.911475388472854e-09,0.001,1.0
4.5399929762484854e-05,175966.9090094294,5.689121851895552e-09,0.001,1.0
4.5399929762484854e-05,182845.03305343678,5.475131894962806e-09,0.001,1.0
4.5399929762484854e-05,189992.0064545818,5.269190930978396e-09,0.001,1.0
4.5399929762484854e-05,197418.3378888314,5.070996206072864e-09,0.001,1.0
4.5399929762484854e-05,205134.94679106714,4.880256354125055e-09,0.001,1.0
4.5399929762484854e-05,213153.1794106684,4.696690968424619e-09,0.001,1.0
4.5399929762484854e-05,221484.8254946635,4.520030189446103e-09,0.001,1.0
4.5399929762484854e-05,230142.13562298944,4.3500143081283206e-09,0.001,1.0
4.5399929762484854e-05,239137.83922134535,4.18639338407604e-09,0.001,1.0
4.5399929762484854e-05,248485.16327812057,4.0289268781225e-09,0.001,1.0
4.5399929762484854e-05,258197.85179292966,3.8773832987127245e-09,0.001,1.0
4.5399929762484854e-05,268290.1859853359,3.731539861587756e-09,0.001,1.0
4.5399929762484854e-05,278777.00529349386,3.5911821622693685e-09,0.001,1.0
4.5399929762484854e-05,289673.7291935693,3.456103860864108e-09,0.001,1.0
4.5399929762484854e-05,300996.3798720375,3.326106378722819e-09,0.001,1.0
4.5399929762484854e-05,312761.6057841775,3.200998606510232e-09,0.001,1.0
4.5399929762484854e-05,324986.7061334212,3.0805966232549993e-09,0.001,1.0
4.5399929762484854e-05,337689.6563075312,2.964723425967473e-09,0.001,1.0
4.5399929762484854e-05,350889.13430902833,2.8532086694275153e-09,0.001,1.0
4.5399929762484854e-05,364604.54821871064,2.7458884157599924e-09,0.001,1.0
4.5399929762484854e-05,378856.064732666,2.64260489342959e-09,0.001,1.0
4.5399929762484854e-05,393664.6388147168,2.5432062653009276e-09,0.001,1.0
4.5399929762484854e-05,409052.0445079195,2.4475464054226346e-09,0.001,1.0
4.5399929762484854e-05,425040.9069504003,2.355484684207654e-09,0.001,1.0
4.5399929762484854e-05,441654.73564262013,2.2668857616935625e-09,0.001,1.0
4.5399929762484854e-05,458917.95901497843,2.1816193885792943e-09,0.001,1.0
4.5399929762484854e-05,476855.960346572,2.0995602147456105e-09,0.001,1.0
4.5399929762484854e-05,495495.1150879457,2.0205876049778265e-09,0.001,1.0
4.5399929762484854e-05,514862.829642685,1.9445854616199793e-09,0.001,1.0
4.5399929762484854e-05,534987.5816649033,1.871442053899605e-09,0.001,1.0
4.5399929762484854e-05,555898.9619318452,1.8010498536723108e-09,0.001,1.0
4.5399929762484854e-05,577627.7178532059,1.7333053773446263e-09,0.001,1.0
4.5399929762484854e-05,600205.7986811082,1.6681090337427236e-09,0.001,1.0
4.5399929762484854e-05,623666.4024872475,1.6053649777034283e-09,0.001,1.0
