group,eta_decimal,Y,radial_degree,Phi,U,p1,Sq_margin,angular_relative,axial_relative,pressure_relative
global,0.5,3,18,0.4157354798779501,2.02,2.1104883506879433,4.6935471506014764e+38,2.2822326330091065e-30,1.089726216701491e-81,9.561244389477597e-21
global,0.5,4,18,0.2829799884198473,2.02,3.38913069119292,4.6935471506014764e+38,5.947282047629888e-28,1.9095482235544692e-82,3.642849317117326e-18
global,0.5,4.1,18,0.27111405694934243,2.02,3.5521100629669,4.6935471506014764e+38,9.681704003919164e-28,1.047774856439498e-82,6.186845863198908e-18
global,0.625,0,18,1.0,2.52,0.0,4.693547150606258e+38,3.288777753769405e-82,2.2372740552890258e-82,0.0
global,0.625,1,18,0.7699866223618317,2.52,0.5476782860692228,4.693547150606258e+38,3.1806159914547856e-39,4.054184369734232e-82,7.2645885297044e-30
global,0.625,2,18,0.5767248087898911,2.52,1.223578464399574,4.693547150606258e+38,1.1131807979011446e-33,8.442018320992469e-83,3.378081901050831e-24
global,0.625,3,18,0.41573547975411823,2.52,2.1104883515676596,4.693547150606258e+38,2.2822326452845438e-30,3.196892920009201e-82,9.561244443713465e-21
global,0.625,4,18,0.2829799882844916,2.52,3.3891306929864466,4.693547150606258e+38,5.9472820806917635e-28,6.112805835660242e-82,3.6428493390911694e-18
global,0.625,4.1,18,0.27111405681342626,2.52,3.5521100649023123,4.693547150606258e+38,9.681704057963975e-28,5.185075905324265e-82,6.1868459008020554e-18
global,0.75,0,18,1.0,3.02,0.0,4.693547146421953e+38,2.3104612160014237e-82,4.810047995006352e-82,7.147949113333855e-82
global,0.75,1,18,0.7699866224773264,3.02,0.5476782857393134,4.693547146421953e+38,3.180615959618339e-39,5.660661530876605e-83,7.264588455919052e-30
global,0.75,2,18,0.5767248089831565,3.02,1.2235784635642566,4.693547146421953e+38,1.1131807865526729e-33,3.3502743266290547e-82,3.378081865498439e-24
global,0.75,3,18,0.4157354799944181,3.02,2.1104883498605416,4.693547146421953e+38,2.282232621463654e-30,6.794573026544497e-82,9.56124433846698e-21
global,0.75,4,18,0.2829799885471538,3.02,3.389130689506049,4.693547146421953e+38,5.9472820165341075e-28,1.0898962252833993e-81,3.642849296450203e-18
global,0.75,4.1,18,0.271114057077176,3.02,3.5521100611465815,4.693547146421953e+38,9.68170395308824e-28,4.308956218973439e-82,6.186845827831912e-18
global,0.875,0,18,1.0,3.52,0.0,4.6935471313809144e+38,4.7823337193986465e-82,9.724194003825544e-82,7.854477107265185e-82
global,0.875,1,18,0.7699866230673698,3.52,0.5476782840538618,4.6935471313809144e+38,3.1806157969712546e-39,1.4393315647362485e-81,7.264588078962039e-30
global,0.875,2,18,0.5767248099705169,3.52,1.2235784592967587,4.6935471313809144e+38,1.1131807285752269e-33,1.379627385659034e-81,3.378081683867207e-24
global,0.875,3,18,0.4157354812220702,3.52,2.110488341139161,4.6935471313809144e+38,2.2822324997667086e-30,6.587864138789451e-83,9.561243800780275e-21
global,0.875,4,18,0.2829799898890512,3.52,3.389130671725277,4.6935471313809144e+38,5.947281688763366e-28,5.395555017506817e-82,3.642849078604632e-18
global,0.875,4.1,18,0.27111405842462927,3.52,3.5521100419591805,4.6935471313809144e+38,9.68170341729564e-28,3.348590034276682e-82,6.1868454550396425e-18
global,1.0,0,18,1.0,4.02,0.0,4.693546970885755e+38,6.468306755887408e-82,1.01856070553879e-81,0.0
global,1.0,1,18,0.7699866301786024,4.02,0.547678263740715,4.693546970885755e+38,3.180613836741132e-39,1.406510381809791e-81,7.264583535858855e-30
global,1.0,2,18,0.5767248218702341,4.02,1.2235784078646645,4.693546970885755e+38,1.1131800298283954e-33,1.6642076940906775e-81,3.37807949483931e-24
global,1.0,3,18,0.41573549601779464,4.02,2.1104882360286514,4.693546970885755e+38,2.2822310330695626e-30,5.709338215163928e-82,9.56123732055568e-21
global,1.0,4,18,0.2829800060616654,4.02,3.389130457430541,4.693546970885755e+38,5.947277738455467e-28,5.681264058170499e-82,3.642846453119984e-18
global,1.0,4.1,18,0.2711140746642034,4.02,3.552109810711677,4.693546970885755e+38,9.68169695989885e-28,1.6471215347975612e-81,6.186840962130411e-18
chi,-0.0051555551664089307725335434309941888645473123500943014826238596921684064447182296,0,18,1.0,-0.0006222206656357231,0.0,4.6889680452991024e+38,7.906475259581827e-82,3.1615596858524186e-82,6.020275843298448e-82
chi,-0.0051555551664089307725335434309941888645473123500943014826238596921684064447182296,1,18,0.7701923513008031,-0.0006222206656357231,0.5470907334465155,4.6889680452991024e+38,3.124386803424371e-39,1.5927698469466048e-82,7.134287690431042e-30
