peak_mach_exterior,radius_over_a,radius_m,temperature_ratio,density_ratio,pressure_ratio,density_deficit,pressure_deficit,incompressible_pressure_ratio,swirl_over_exterior_sound_speed,local_mach,mean_free_path_m,kn_temperature,kn_density,kn_pressure,shear_rate_s_inv,collision_shear_ratio,temperature_K,pressure_Pa
0.1,0.135,0.000135,0.9946616202968108,0.9867074374766256,0.9814400185194145,0.013292562523374372,0.01855998148058542,0.9813156710388378,0.022055834839178407,0.022114942810858563,6.810737895969079e-08,9.86942909581453e-08,2.4673572739536333e-07,3.454300183535087e-07,1027.2021776086779,1.507674942901234e-07,294.5690388509005,99419.87387601669
0.1,0.13874999999999998,0.00013874999999999998,0.9946670976653132,0.9867210214494315,0.9814589346104593,0.013278978550568513,0.018541065389540645,0.9813348418285965,0.022656864589194286,0.022717520725267896,6.810654358250597e-08,1.0132992138915821e-07,2.5332480347289553e-07,3.5465472486205375e-07,1084.5047606822775,1.591756843609967e-07,294.5706609735825,99421.79007603953
0.1,0.1425,0.0001425,0.994672719245718,0.986734963187035,0.9814783490080716,0.013265036812964981,0.018521650991928425,0.981354517360013,0.023256944642046036,0.023319141394129807,6.810568622595172e-08,1.0395696973843513e-07,2.598924243460879e-07,3.6384939408452303e-07,1143.3157477765624,1.678049446871207e-07,294.57232580461937,99423.75675451766
0.1,0.14625,0.00014625,0.9946784845699639,0.9867492615377079,0.9814982601168581,0.013250738462292126,0.018501739883141806,0.9813746959948735,0.02385605018939194,0.023919779825762405,6.810480696258085e-08,1.0657522015347573e-07,2.6643805038368937e-07,3.730132705371651e-07,1203.630201375833,1.766545303600284e-07,294.57403320539476,99425.77374983772
0.1,0.15,0.00015,0.994684393158368,0.9867639153210908,0.9815186663017343,0.013236084678909273,0.018481333698265635,0.9813953760542881,0.024454156490944418,0.024519411098142187,6.810390586674318e-08,1.091844580423059e-07,2.729611451057648e-07,3.821456031480707e-07,1265.4430591088988,1.8572367772233474e-07,294.57578303385066,99427.84089636568
0.1,0.15375,0.00015375,0.9946904445196924,0.9867789233283544,0.9815395658881443,0.013221076671645593,0.018460434111855703,0.9814165558189234,0.025051238876172284,0.025118010360642134,6.810298301457492e-08,1.117844701031265e-07,2.794611752578163e-07,3.912456453609428e-07,1328.7491342795693,1.95011604454311e-07,294.57757514450685,99429.95802446902
0.1,0.1575,0.0001575,0.9946966381512118,0.9867942843223648,0.9815609571622873,0.013205715677635201,0.018439042837712714,0.9814382335292412,0.02564727274599611,0.025715552835762413,6.81020384839878e-08,1.1437504435369576e-07,2.859376108842395e-07,4.0031265523793527e-07,1393.5431164099907,2.045175096625184e-07,294.57940938848134,99432.1249605397
0.1,0.16125,0.00016125000000000002,0.9947029735387833,0.9868099970378514,0.9815828383713489,0.01319000296214851,0.018417161628651126,0.9814604073857417,0.026242233574476703,0.02631201382085376,6.810107235465785e-08,1.1695597016043938e-07,2.923899254010985e-07,4.093458955615379e-07,1459.8195717967524,2.1424057397048668e-07,294.58128561351066,99434.34152701763
0.1,0.16499999999999998,0.00016499999999999997,0.9947094501569179,0.9868260601815801,0.9816052077237372,0.013173939818419871,0.018394792276262856,0.9814830755492127,0.02683609691049633,0.026907368689833063,6.810008470801416e-08,1.1952703826728348e-07,2.9881759566820876e-07,4.1834463393549225e-07,1527.5729440796918,2.241799596114232e-07,294.58320366397123,99436.60754241457
0.1,0.16874999999999998,0.00016874999999999998,0.9947160674688523,0.9868424724325284,0.9816280633893241,0.01315752756747157,0.01837193661067597,0.9815062361409833,0.02742883837943277,0.027501592894891267,6.80990756272271e-08,1.2208804082420362e-07,3.0522010206050915e-07,4.2730814288471275e-07,1596.7975548233292,2.3433481052293828e-07,294.5851633809006,99438.92282133852
0.1,0.1725,0.0001725,0.994722824926624,0.9868592324420659,0.9816514034996917,0.013140767557934129,0.018348596500308345,0.9815298872431841,0.02802043368482577,0.028094661968193217,6.809804519719672e-08,1.2463877141548551e-07,3.1159692853871384e-07,4.3623569995419935e-07,1667.487604110844,2.447042524437705e-07,294.5871646020197,99441.28717451877
0.1,0.17625,0.00017625,0.9947297219711461,0.986876338834137,0.9816752261483837,0.013123661165863028,0.018324773851616342,0.9815540268990114,0.02861085861003597,0.028686551523569383,6.809699350454034e-08,1.2717902508769032e-07,3.1794756271922585e-07,4.451265878069161e-07,1739.6371711505294,2.5528739301249725e-07,294.58920716175487,99443.70040883127
0.1,0.18,0.00017999999999999998,0.9947367580322849,0.9868937902054481,0.9816995293911613,0.013106209794551866,0.018300470608838635,0.9815786531129971,0.029200089019896007,0.029277237258199286,6.80959206375806e-08,1.2970859837732174e-07,3.2427149594330444e-07,4.539800943206262e-07,1813.2402148946414,2.660833218682166e-07,294.59129089126117,99446.16232732464
0.1,0.18375,0.00018375,0.9947439325289381,0.986911585125658,0.9817243112462649,0.013088414874341927,0.018275688753735045,0.9816037638512833,0.029788100862353693,0.029866694954286413,6.809482668633259e-08,1.3222728933818664e-07,3.3056822334546666e-07,4.627955126836533e-07,1888.290574670553,2.7709111075317974e-07,294.593415618445,99448.67272924664
0.1,0.1875,0.0001875,0.9947512448691151,0.9869297221375717,0.9817495696946793,0.013070277862428316,0.0182504303053207,0.9816293570419029,0.030374870170107073,0.03045490048072451,6.809371174249132e-08,1.3473489756844597e-07,3.36837243921115e-07,4.7157214148956097e-07,1964.7819708241477,2.8830981361736423e-07,294.5955811679884,99451.231410071
0.1,0.19125,0.00019125000000000001,0.9947586944500182,0.9869481997573375,0.9817753026804047,0.013051800242662557,0.01822469731959526,0.9816554305750637,0.03096037306223128,0.031041829794755053,6.809257589941857e-08,1.3723122423735034e-07,3.4307806059337594e-07,4.803092848307263e-07,2042.7080053753573,2.9973846672496513e-07,294.59778736137287,99453.838161525
0.1,0.195,0.00019500000000000002,0.9947662806581252,0.9869670164746482,0.9818015081107324,0.013032983525351807,0.018198491889267567,0.9816819823034384,0.03154458574579691,0.03162745894361574,6.809141925212973e-08,1.3971607211165493e-07,3.492901802791374e-07,4.890062523907923e-07,2122.0621626857574,3.1137608876279184e-07,294.60003401690375,99456.4927716172
0.1,0.19874999999999998,0.00019874999999999998,0.9947740028692743,0.9869861707529454,0.9818281838565245,0.013013829247054638,0.01817181614347549,0.98170901004246,0.032127484517479925,0.032211764066179885,6.809024189728043e-08,1.42189245581709e-07,3.5547311395427257e-07,4.976623595359815e-07,2202.837810138144,3.2322168095055145e-07,294.60232094973554,99459.19502466593
0.1,0.20249999999999999,0.0002025,0.9947818604487486,0.9870056610296265,0.9818553277524987,0.01299433897037351,0.018144672247501235,0.9817365115706201,0.03270904576516279,0.0327947213945865,6.808904393315276e-08,1.446505506872151e-07,3.6162637671803785e-07,5.062769274052529e-07,2285.028198828,3.3527422715300156e-07,294.6046479718969,99461.94470132812
