peak_mach_exterior,center_density_deficit,center_density_ratio,center_temperature_ratio,center_pressure_ratio,center_incompressible_pressure_ratio,center_pressure_difference_over_exterior,max_local_mach,max_thermodynamic_kn_proxy,max_collision_shear_ratio
0.07542858114196584,0.007714863043647897,0.9922851369563521,0.9969068829532995,0.9892158828840449,0.9891740903365485,4.179254749647754e-05,0.07547155716765114,6.287586368556188e-07,4.57114482421485e-06
0.07728739341730076,0.008098849540521317,0.9919011504594787,0.9967525550423695,0.9886800060699512,0.9886339426482933,4.606342165791588e-05,0.07733362889090212,6.603304082480969e-07,4.684061390169261e-06
0.07919201303810904,0.008501898697495243,0.9914981013025047,0.9965905270981938,0.9881176153939216,0.9880668448436787,5.077055024294008e-05,0.07924175534422154,6.934980507738197e-07,4.799781015167867e-06
0.0811435688504432,0.0089249518212422,0.9910750481787578,0.9964204149354907,0.9875274107384893,0.9874714522742174,5.595846427186579e-05,0.08119708417254716,7.283433182183438e-07,4.918374334711032e-06
0.0831432175188943,0.009368996182466742,0.9906310038175332,0.9962418152004463,0.9869080294370196,0.986846353201562,6.167623545760836e-05,0.08320079227087422,7.649522642638012e-07,5.0399138446333296e-06
0.08519214421213388,0.00983506720701608,0.9901649327929839,0.9960543044143211,0.9862580433885686,0.9861900654501237,6.797793844492972e-05,0.08525408657919416,8.034154801081508e-07,5.164473956214312e-06
0.08729156330534968,0.01032425076589282,0.9896757492341072,0.9958574379693369,0.9855759560526619,0.9855010328926792,7.492315998269827e-05,0.08735820490273695,8.438283463788807e-07,5.292131053375815e-06
0.0894427190999916,0.010837685568043973,0.989162314431956,0.9956507490744655,0.984860199320409,0.9847776217606293,8.257755977969516e-05,0.08951441675858805,8.862913003163205e-07,5.422963552076029e-06
0.09164688656125514,0.011376565659886121,0.9886234343401139,0.9954337476486177,0.9841091302584266,0.9840181167701618,9.101348826479061e-05,0.09172402424981067,9.309101192791808e-07,5.557051962018058e-06
0.09390537207373825,0.01194214303560524,0.9880578569643947,0.9952059191586096,0.9833210277221365,0.9832207170551334,0.00010031066700311175,0.09398836296827068,9.777962217095128e-07,5.694478950798938e-06
0.09621951421572059,0.0125357303623412,0.9874642696376588,0.9949667233991504,0.9824940888351166,0.9823835318970263,0.00011055693809025602,0.09630880292743359,1.0270669867868065e-06,5.8353294106340715e-06
