time,kx,ky,speed,vorticity_ratio,wavelength,max_coordinate_wavenumber,grid_size,spacing,minimum_axis_samples_per_wavelength
0.0,1.0,4.0,1.0,1.0,1.5238962756959047,4.0,256,0.02454369260617026,64.0
4.0,1.0,0.0,3.6325686145741525,0.8810272994231082,6.283185307179586,1.0,256,0.02454369260617026,256.0
12.0,1.0,-8.0,0.18441124965406244,0.3605949401730783,0.7793332219508342,8.0,256,0.02454369260617026,32.0
