eta,Y,X,Phi,U,Pi,F_decimal,pressure_increment_decimal,log10_F,V0_over_X,angular_relative,axial_relative,pressure_relative
-0.6,1.2983333333333333,0.0025358072916666667,0.7054694434927559,-2.545833196433974,-54.06574394463668,6.703619534034094578934056e-142,1.663489989777477105386732e-285,-141.17369064219378,-0.9034557350888824,7.546935801893355e-37,2.779181258619384e-49,1.930554553579266e-33
-0.6,1.3666666666666667,0.0026692708333333334,0.6914879425899316,-2.554544612641315,-54.06574394463668,6.570762379933627789876849e-142,1.722283637075772605924258e-285,-141.1823842380217,-0.8914323955995861,2.3748116841350673e-36,8.589594576366186e-49,5.923456286011085e-33
-0.6,1.4349999999999998,0.0028027343749999997,0.677654456640484,-2.563254331441647,-54.06574394463668,6.439311716138213976746755e-142,1.778759302165322333895537e-285,-141.1911605509411,-0.8794096185436086,7.073899359231801e-36,2.5125391207617122e-48,1.7167484095793084e-32
-0.6,1.5033333333333332,0.0029361979166666664,0.663968384242794,-2.571962348166751,-54.06574394463668,6.309261827917504489844554e-142,1.832987482607884972171563e-285,-141.20002144944291,-0.8673874100075494,2.004876655755978e-35,6.991387780272926e-48,4.72281742520216e-32
-0.6,1.5716666666666665,0.003069661458333333,0.6504291187863829,-2.5806686581498144,-54.06574394463668,6.180606951044721843196994e-142,1.885037110652313443729628e-285,-141.20896887401375,-0.8553657760788714,5.430583421267673e-35,1.858888530447375e-47,1.2384235882918537e-31
-0.6,1.64,0.003203125,0.6370360485281512,-2.589373256725438,-54.06574394463668,6.053341272521120801025263e-142,1.934975576050266031088804e-285,-141.21800484094047,-0.8433447228458948,1.4113021278246777e-34,4.740949107180874e-47,3.106374216355127e-31
-0.6,1.7083333333333333,0.0033365885416666665,0.6237885566686145,-2.5980761392296423,-54.06574394463668,5.927458931300399574932855e-142,1.982868748752778881079243e-285,-141.2271314463707,-0.8313242563977915,3.5309107216399748e-34,1.163792796684034e-46,7.4759297696009935e-31
-0.6,1.7766666666666666,0.0034700520833333332,0.6106860214281254,-2.606777300999872,-54.06574394463668,5.802954019012990100497637e-142,2.028781001484413890230187e-285,-141.23635087065003,-0.8193043828245794,8.530049686685834e-34,2.757954557020983e-46,1.7306400389283713e-30
-0.6,1.845,0.003603515625,0.5977278161230772,-2.6154767373750016,-54.06574394463668,5.679820580690176385525591e-142,2.07277523219176987897956e-285,-141.2456653829592,-0.8072851082171174,1.995133071723821e-33,6.3263718800998046e-46,3.861812959564287e-30
-0.6,1.913333333333333,0.0037369791666666662,0.584913309242084,-2.624174443695342,-54.06574394463668,5.558052615487977214812273e-142,2.114912886363231820949235e-285,-141.25507734627618,-0.795266438667099,4.528757668187899e-33,1.408015802632764e-45,8.320504544238484e-30
-0.6,1.9816666666666665,0.003870442708333333,0.5722418645221278,-2.6328704153026457,-54.06574394463668,5.437644077410729955390163e-142,2.155253979216913777007397e-285,-141.264589222691,-0.7832483802670469,9.997614045961777e-33,3.046956162598197e-45,1.7331274901246949e-29
