block,row,column,value
U,0,0,2.0
U,0,1,3.0
U,1,0,1.7410218214892512
U,1,1,2.40817594056538
E,0,0,16.0022768363622
E,0,1,25.0022768363622
E,0,2,36.0022768363622
E,1,0,0.047389881623863206
E,1,1,0.02900048376592098
E,1,2,0.01941618701170705
E,2,0,0.7578712269402457
E,2,1,0.7247875855572983
E,2,2,0.6988324229053329
