radius,delta_U,delta_E
2.5287333333333333,0.0,0.0
2.530666666666667,0.0,0.0
2.5326,0.0,0.0
2.5345333333333335,0.0,0.0
2.5364666666666666,0.0,0.0
2.5384,0.0,0.0
2.5403333333333333,0.0,0.0
2.5422666666666665,0.0,0.0
2.5442,0.0,0.0
2.5461333333333336,0.0,0.0
2.5480666666666667,0.0,0.0
2.55,0.0,0.0
2.5519333333333334,0.0,0.0
2.553866666666667,0.0,0.0
2.5558,0.0,0.0
2.557733333333333,0.0,0.0
2.5596666666666668,0.0,0.0
2.5616,0.0,0.0
2.5635333333333334,0.0,0.0
2.5654666666666666,0.0,0.0
2.5674,0.0,0.0
2.5693333333333332,0.0,0.0
2.571266666666667,0.0,0.0
2.5732,0.0,0.0
2.5751333333333335,0.0,0.0
2.5770666666666666,0.0,0.0
2.579,0.0,0.0
2.5809333333333333,0.0,0.0
2.582866666666667,0.0,0.0
2.5848,0.0,0.0
2.586733333333333,0.0,0.0
2.5886666666666667,0.0,0.0
2.5906000000000002,0.0,0.0
2.5925333333333334,0.0,0.0
2.5944666666666665,0.0,0.0
2.5964,0.0,0.0
2.5983333333333336,0.0,0.0
2.6002666666666667,0.0,0.0
2.6022,0.0,0.0
2.6041333333333334,0.0,0.0
2.606066666666667,0.0,0.0
2.608,0.0,0.0
2.609933333333333,0.0,0.0
2.611866666666667,0.0,0.0
2.6138,0.0,0.0
2.6157333333333335,0.0,0.0
2.6176666666666666,0.0,0.0
2.6196,0.0,0.0
2.6215333333333333,0.0,0.0
2.623466666666667,0.0,0.0
2.6254,0.0,0.0
2.6273333333333335,0.0,0.0
2.6292666666666666,0.0,0.0
2.6312,0.0,0.0
2.6331333333333333,0.0,0.0
2.635066666666667,0.0,0.0
2.637,0.0,0.0
2.638933333333333,0.0,0.0
2.6408666666666667,0.0,0.0
2.6428000000000003,0.0,0.0
2.6447333333333334,0.0,0.0
2.6466666666666665,0.0,0.0
2.6486,0.0,0.0
2.6505333333333336,0.0,0.0
2.6524666666666668,0.0,0.0
2.6544,0.0,0.0
2.6563333333333334,0.0,0.0
2.6582666666666666,0.0,0.0
2.6602,0.0,0.0
2.6621333333333332,0.0,0.0
2.664066666666667,0.0,0.0
2.666,0.0,0.0
2.6679333333333335,0.0,0.0
2.6698666666666666,0.0,0.0
2.6718,0.0,0.0
2.6737333333333333,0.0,0.0
2.675666666666667,0.0,0.0
2.6776,0.0,0.0
2.6795333333333335,0.0,0.0
2.6814666666666667,0.0,0.0
2.6834,0.0,0.0
2.6853333333333333,0.0,0.0
2.687266666666667,0.0,0.0
2.6892,0.0,0.0
2.691133333333333,0.0,0.0
2.6930666666666667,0.0,0.0
2.6950000000000003,0.0,0.0
2.6969333333333334,0.0,0.0
2.6988666666666665,0.0,0.0
2.7008,0.0,0.0
2.7027333333333337,0.0,0.0
2.7046666666666668,0.0,0.0
2.7066,0.0,0.0
2.7085333333333335,0.0,0.0
2.710466666666667,0.0,0.0
2.7124,0.0,0.0
2.7143333333333333,0.0,0.0
2.716266666666667,0.0,0.0
2.7182,0.0,0.0
2.720133333333333,0.0,0.0
2.7220666666666666,0.0,0.0
2.724,0.0,0.0
2.7259333333333333,0.0,0.0
2.7278666666666664,0.0,0.0
2.7298,0.0,0.0
2.7317333333333336,0.0,0.0
2.7336666666666667,0.0,0.0
2.7356,0.0,0.0
2.7375333333333334,0.0,0.0
2.739466666666667,0.0,0.0
2.7414,0.0,0.0
2.743333333333333,0.0,0.0
2.7452666666666667,0.0,0.0
2.7472000000000003,0.0,0.0
2.7491333333333334,0.0,0.0
2.7510666666666665,0.0,0.0
2.753,0.0,0.0
2.7549333333333337,0.0,0.0
2.756866666666667,0.0,0.0
2.7588,0.0,0.0
2.7607333333333335,0.0,0.0
2.762666666666667,0.0,0.0
2.7646,0.0,0.0
2.7665333333333333,0.0,0.0
2.768466666666667,0.0,0.0
2.7704,0.0,0.0
2.772333333333333,0.0,0.0
2.7742666666666667,0.0,0.0
2.7762000000000002,0.0,0.0
2.7781333333333333,0.0,0.0
2.7800666666666665,0.0,0.0
2.782,0.0,0.0
2.7839333333333336,0.0,0.0
2.7858666666666667,0.0,0.0
2.7878,0.0,0.0
2.7897333333333334,0.0,0.0
2.791666666666667,0.0,0.0
2.7936,0.0,0.0
2.795533333333333,0.0,0.0
2.7974666666666668,0.0,0.0
2.7994000000000003,0.0,0.0
2.8013333333333335,0.0,0.0
2.8032666666666666,0.0,0.0
2.8052,0.0,0.0
2.8071333333333337,0.0,0.0
2.809066666666667,0.0,0.0
2.811,0.0,0.0
2.8129333333333335,0.0,0.0
2.8148666666666666,0.0,0.0
2.8167999999999997,0.0,0.0
2.8187333333333333,0.0,0.0
2.820666666666667,0.0,0.0
2.8226,0.0,0.0
2.824533333333333,0.0,0.0
2.8264666666666667,0.0,0.0
2.8284000000000002,0.0,0.0
2.8303333333333334,0.0,0.0
2.8322666666666665,0.0,0.0
2.8342,0.0,0.0
2.8361333333333336,0.0,0.0
